release_run_id,origin_day,movie_id,title,opening_weekend_start,forecast_origin_date,release_year,release_month,season_bucket,release_type,release_width_bucket,is_wide_release,is_large_release,genre,distributor,franchise,is_franchise,is_doc_concert,opening_weekend_theaters,actual_opening_weekend_gross_usd,latest_estimate_date,earliest_estimate_date,source_count,estimate_count,dollar_median_consensus_usd,mean_estimate_mid_usd,min_estimate_mid_usd,max_estimate_mid_usd,estimate_mid_stddev_usd,log_mean_consensus_usd,log_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,source_bias_adjusted_log_median_consensus_usd,mean_source_age_days,min_source_age_days,max_source_age_days,source_range_inside_rate,reliability_weighted_sources,source_bias_adjusted_reliability_weighted_sources,log_dispersion,estimate_sources,recency_weighted_log_consensus_lambda_0_usd,recency_reliability_weighted_log_consensus_lambda_0_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0_usd,recency_weighted_log_consensus_lambda_0.02_usd,recency_reliability_weighted_log_consensus_lambda_0.02_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.02_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.02_usd,recency_weighted_log_consensus_lambda_0.05_usd,recency_reliability_weighted_log_consensus_lambda_0.05_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.05_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.05_usd,recency_weighted_log_consensus_lambda_0.1_usd,recency_reliability_weighted_log_consensus_lambda_0.1_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.1_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.1_usd,recency_weighted_log_consensus_lambda_0.2_usd,recency_reliability_weighted_log_consensus_lambda_0.2_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.2_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.2_usd,recency_weighted_log_consensus_lambda_0.35_usd,recency_reliability_weighted_log_consensus_lambda_0.35_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.35_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.35_usd,recency_weighted_log_consensus_lambda_0.5_usd,recency_reliability_weighted_log_consensus_lambda_0.5_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.5_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.5_usd,recency_weighted_log_consensus_lambda_0.75_usd,recency_reliability_weighted_log_consensus_lambda_0.75_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_0.75_usd,source_bias_adjusted_recency_reliability_weighted_lambda_0.75_usd,recency_weighted_log_consensus_lambda_1_usd,recency_reliability_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_recency_reliability_weighted_lambda_1_usd,source_reliability_weighted_log_consensus_usd,source_bias_adjusted_reliability_weighted_log_consensus_usd,age_cap_3d_strict_dollar_median_consensus_usd,age_cap_3d_strict_log_mean_consensus_usd,age_cap_3d_strict_log_median_consensus_usd,age_cap_3d_strict_source_count,age_cap_3d_fallback_dollar_median_consensus_usd,age_cap_3d_fallback_log_mean_consensus_usd,age_cap_3d_fallback_log_median_consensus_usd,age_cap_7d_strict_dollar_median_consensus_usd,age_cap_7d_strict_log_mean_consensus_usd,age_cap_7d_strict_log_median_consensus_usd,age_cap_7d_strict_source_count,age_cap_7d_fallback_dollar_median_consensus_usd,age_cap_7d_fallback_log_mean_consensus_usd,age_cap_7d_fallback_log_median_consensus_usd,age_cap_14d_strict_dollar_median_consensus_usd,age_cap_14d_strict_log_mean_consensus_usd,age_cap_14d_strict_log_median_consensus_usd,age_cap_14d_strict_source_count,age_cap_14d_fallback_dollar_median_consensus_usd,age_cap_14d_fallback_log_mean_consensus_usd,age_cap_14d_fallback_log_median_consensus_usd,log_actual_opening_weekend,evaluation_subset,primary_point_method,mean_point_method,primary_point_forecast_usd,mean_point_forecast_usd
225,-2,225,Bob Marley: One Love (2024),2024-02-16,2024-02-14,2024,2,winter_spring,movie_page_full_run,large_wide,True,True,Drama,,,False,False,3539,28659004.0,2024-02-14,2024-02-14,2,2,30750000.0,30750000.0,26500000.0,35000000.0,6010407.640085654,30454884.665682185,30454884.665682185,26130730.445195034,26130730.445195034,0.0,0,0,0.0,2,2,0.27820332849723783,"boxofficepro, boxofficereport",30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,30454884.665682185,32328534.296395585,26130730.445195034,28175899.536554225,32328534.296395585,28175899.536554225,30750000.0,30454884.665682185,30454884.665682185,2.0,30750000.0,30454884.665682185,30454884.665682185,30750000.0,30454884.665682185,30454884.665682185,2.0,30750000.0,30454884.665682185,30454884.665682185,30750000.0,30454884.665682185,30454884.665682185,2.0,30750000.0,30454884.665682185,30454884.665682185,17.170978227492455,test,dollar_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,30750000.0,26130730.445195034
225,-1,225,Bob Marley: One Love (2024),2024-02-16,2024-02-15,2024,2,winter_spring,movie_page_full_run,large_wide,True,True,Drama,,,False,False,3539,28659004.0,2024-02-14,2024-02-14,2,2,30750000.0,30750000.0,26500000.0,35000000.0,6010407.640085654,30454884.665682185,30454884.665682185,27152697.51670585,27152697.51670585,1.0,1,1,0.0,2,2,0.27820332849723783,"boxofficepro, boxofficereport",30454884.665682185,31343005.00299928,27152697.51670585,27843421.662868004,30454884.665682077,31343005.00299939,27152697.51670585,27843421.662867904,30454884.665682185,31343005.00299928,27152697.51670585,27843421.662868004,30454884.665682077,31343005.00299939,27152697.51670585,27843421.662868004,30454884.665682077,31343005.00299939,27152697.51670585,27843421.662868004,30454884.665682077,31343005.00299928,27152697.51670585,27843421.662867904,30454884.665682185,31343005.00299939,27152697.51670585,27843421.662868004,30454884.665682077,31343005.00299928,27152697.51670585,27843421.662868004,30454884.665682077,31343005.00299939,27152697.51670585,27843421.662868004,31343005.00299928,27843421.662868004,30750000.0,30454884.665682185,30454884.665682185,2.0,30750000.0,30454884.665682185,30454884.665682185,30750000.0,30454884.665682185,30454884.665682185,2.0,30750000.0,30454884.665682185,30454884.665682185,30750000.0,30454884.665682185,30454884.665682185,2.0,30750000.0,30454884.665682185,30454884.665682185,17.170978227492455,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,30454884.665682077,27152697.51670585
325,-2,325,The Chosen: Season 4 Episodes 4-6 (2024),2024-02-16,2024-02-14,2024,2,winter_spring,movie_page_full_run,wide,True,False,Drama,,The Chosen,True,False,2272,3622287.0,2024-02-14,2024-02-14,2,2,6450000.0,6450000.0,5900000.0,7000000.0,777817.4593052022,6426507.6052238485,6426507.6052238485,5521600.047485337,5521600.047485337,0.0,0,0,0.0,2,2,0.17095779814363965,"boxofficepro, boxofficereport",6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6426507.6052238485,6665735.353411536,5521600.047485337,5860291.622541777,6665735.353411536,5860291.622541777,6450000.0,6426507.6052238485,6426507.6052238485,2.0,6450000.0,6426507.6052238485,6426507.6052238485,6450000.0,6426507.6052238485,6426507.6052238485,2.0,6450000.0,6426507.6052238485,6426507.6052238485,6450000.0,6426507.6052238485,6426507.6052238485,2.0,6450000.0,6426507.6052238485,6426507.6052238485,15.102616152276394,test,dollar_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,6450000.0,5521600.047485337
325,-1,325,The Chosen: Season 4 Episodes 4-6 (2024),2024-02-16,2024-02-15,2024,2,winter_spring,movie_page_full_run,wide,True,False,Drama,,The Chosen,True,False,2272,3622287.0,2024-02-14,2024-02-14,2,2,6450000.0,6450000.0,5900000.0,7000000.0,777817.4593052022,6426507.6052238485,6426507.6052238485,5729651.587375658,5729651.587375658,1.0,1,1,0.0,2,2,0.17095779814363965,"boxofficepro, boxofficereport",6426507.6052238485,6542057.392940075,5729651.587375658,5840762.097676732,6426507.605223837,6542057.392940098,5729651.587375658,5840762.097676752,6426507.6052238485,6542057.392940098,5729651.587375658,5840762.097676732,6426507.6052238485,6542057.392940075,5729651.587375658,5840762.097676742,6426507.605223837,6542057.392940075,5729651.587375647,5840762.097676721,6426507.605223837,6542057.392940086,5729651.587375647,5840762.097676732,6426507.605223861,6542057.392940086,5729651.587375658,5840762.097676732,6426507.6052238485,6542057.392940086,5729651.587375658,5840762.097676732,6426507.605223837,6542057.392940098,5729651.587375658,5840762.097676732,6542057.392940075,5840762.097676732,6450000.0,6426507.6052238485,6426507.6052238485,2.0,6450000.0,6426507.6052238485,6426507.6052238485,6450000.0,6426507.6052238485,6426507.6052238485,2.0,6450000.0,6426507.6052238485,6426507.6052238485,6450000.0,6426507.6052238485,6426507.6052238485,2.0,6450000.0,6426507.6052238485,6426507.6052238485,15.102616152276394,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,6426507.605223837,5729651.587375658
326,-1,326,The Chosen: Season 4 Episodes 7-8 (2024),2024-03-01,2024-02-29,2024,2,winter_spring,movie_page_full_run,wide,True,False,Drama,,The Chosen,True,False,2215,3286746.0,2024-02-29,2024-02-29,1,1,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,0.0,0,0,0.0,1,1,0.0,boxofficepro,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,5000000.000000003,4730043.28780536,4730043.28780536,5000000.000000003,4730043.28780536,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,5000000.0,5000000.000000003,5000000.000000003,1.0,5000000.0,5000000.000000003,5000000.000000003,15.005408575550428,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,5000000.000000003,4730043.28780536
279,-2,279,Cabrini (2024),2024-03-08,2024-03-06,2024,3,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2840,7168520.0,2024-03-06,2024-03-06,1,1,5200000.0,5200000.0,5200000.0,5200000.0,,5200000.0,5200000.0,4973999.491986214,4973999.491986214,0.0,0,0,0.0,1,1,0.0,boxofficepro,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,5200000.0,4973999.491986214,4973999.491986214,5200000.0,4973999.491986214,5200000.0,5200000.0,5200000.0,1.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,1.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,1.0,5200000.0,5200000.0,5200000.0,15.785209775648525,test,dollar_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,5200000.0,4973999.491986214
279,-1,279,Cabrini (2024),2024-03-08,2024-03-07,2024,3,winter_spring,movie_page_full_run,wide,True,False,Drama,,,False,False,2840,7168520.0,2024-03-06,2024-03-06,1,1,5200000.0,5200000.0,5200000.0,5200000.0,,5200000.0,5200000.0,4889975.330438214,4889975.330438214,1.0,1,1,0.0,1,1,0.0,boxofficepro,5200000.0,5199999.999999991,4889975.330438214,4889975.330438214,5200000.0,5200000.0,4889975.330438214,4889975.330438214,5200000.0,5200000.0,4889975.330438214,4889975.330438205,5200000.0,5200000.0,4889975.330438214,4889975.330438214,5200000.0,5200000.000000009,4889975.330438214,4889975.330438205,5199999.999999991,5200000.0,4889975.330438214,4889975.330438214,5199999.999999991,5200000.0,4889975.330438214,4889975.330438214,5200000.0,5200000.0,4889975.330438214,4889975.330438214,5200000.0,5199999.999999991,4889975.330438214,4889975.330438205,5199999.999999991,4889975.330438214,5200000.0,5200000.0,5200000.0,1.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,1.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,1.0,5200000.0,5200000.0,5200000.0,15.785209775648525,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,5200000.0,4889975.330438214
112,-2,112,Arthur the King (2024),2024-03-15,2024-03-13,2024,3,winter_spring,movie_page_full_run,large_wide,True,True,Adventure,,,False,False,3003,7633898.0,2024-03-13,2024-03-13,1,1,12500000.0,12500000.0,12500000.0,12500000.0,,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,0.0,0,0,0.0,1,1,0.0,boxofficepro,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12499999.999999996,12037927.819463298,12037927.819463298,12499999.999999996,12037927.819463298,12500000.0,12499999.999999996,12499999.999999996,1.0,12500000.0,12499999.999999996,12499999.999999996,12500000.0,12499999.999999996,12499999.999999996,1.0,12500000.0,12499999.999999996,12499999.999999996,12500000.0,12499999.999999996,12499999.999999996,1.0,12500000.0,12499999.999999996,12499999.999999996,15.848109150919559,test,dollar_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,12500000.0,12037927.819463298
112,-1,112,Arthur the King (2024),2024-03-15,2024-03-14,2024,3,winter_spring,movie_page_full_run,large_wide,True,True,Adventure,,,False,False,3003,7633898.0,2024-03-13,2024-03-13,1,1,12500000.0,12500000.0,12500000.0,12500000.0,,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,1.0,1,1,0.0,1,1,0.0,boxofficepro,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,12499999.999999996,11827494.04484564,11827494.04484564,12499999.999999996,11827494.04484564,12500000.0,12499999.999999996,12499999.999999996,1.0,12500000.0,12499999.999999996,12499999.999999996,12500000.0,12499999.999999996,12499999.999999996,1.0,12500000.0,12499999.999999996,12499999.999999996,12500000.0,12499999.999999996,12499999.999999996,1.0,12500000.0,12499999.999999996,12499999.999999996,15.848109150919559,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,12499999.999999996,11827494.04484564
337,-1,337,Civil War (2024),2024-04-12,2024-04-11,2024,4,winter_spring,movie_page_full_run,large_wide,True,True,Action,,,False,False,3838,25537368.0,2024-04-11,2024-04-11,1,1,26000000.0,26000000.0,26000000.0,26000000.0,,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,0.0,0,0,0.0,1,1,0.0,boxofficereport,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,26000000.000000026,21559486.786948208,21559486.786948208,26000000.000000026,21559486.786948208,26000000.0,26000000.000000026,26000000.000000026,1.0,26000000.0,26000000.000000026,26000000.000000026,26000000.0,26000000.000000026,26000000.000000026,1.0,26000000.0,26000000.000000026,26000000.000000026,26000000.0,26000000.000000026,26000000.000000026,1.0,26000000.0,26000000.000000026,26000000.000000026,17.055653349225345,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,26000000.000000026,21559486.786948208
24,-2,24,Abigail (2024),2024-04-19,2024-04-17,2024,4,winter_spring,movie_page_full_run,large_wide,True,True,Horror,,,False,False,3384,10297110.0,2024-04-17,2024-04-17,1,1,22500000.0,22500000.0,22500000.0,22500000.0,,22499999.999999985,22499999.999999985,21489572.62570383,21489572.62570383,0.0,0,0,0.0,1,1,0.0,boxofficepro,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999985,22499999.999999903,21489572.62570383,21489572.62570383,22499999.999999903,21489572.62570383,22500000.0,22499999.999999985,22499999.999999985,1.0,22500000.0,22499999.999999985,22499999.999999985,22500000.0,22499999.999999985,22499999.999999985,1.0,22500000.0,22499999.999999985,22499999.999999985,22500000.0,22499999.999999985,22499999.999999985,1.0,22500000.0,22499999.999999985,22499999.999999985,16.14737383130495,test,dollar_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,22500000.0,21489572.62570383
24,-1,24,Abigail (2024),2024-04-19,2024-04-18,2024,4,winter_spring,movie_page_full_run,large_wide,True,True,Horror,,,False,False,3384,10297110.0,2024-04-18,2024-04-17,2,2,17400000.0,17400000.0,12300000.0,22500000.0,7212489.168102785,16635804.759614095,16635804.759614095,14696675.097887237,14696675.097887237,0.5,0,1,0.0,2,2,0.6039160468320013,"boxofficepro, boxofficereport",16635804.759614095,17553802.80350167,14696675.097887237,15229306.383935628,16585649.04693603,17502460.384278663,14643330.562276017,15174503.847061187,16510720.670325525,17425408.678833604,14563699.748649852,15092493.244109876,16386731.518819263,17296975.059668105,14432091.35697291,14956415.165092653,16142599.916267848,17040644.503457703,14173552.961517025,14687132.372413566,15787958.669404514,16659914.288632216,13799406.854138447,14292762.910622928,15449893.81643154,16287426.16591509,13444343.193694107,13913302.471796528,14929638.43801038,15695143.469878562,12901031.712147662,13322628.481605368,14469128.378892839,15150651.232326651,12423325.849580975,12793027.481772875,17553802.80350167,15229306.383935628,17400000.0,16635804.759614095,16635804.759614095,2.0,17400000.0,16635804.759614095,16635804.759614095,17400000.0,16635804.759614095,16635804.759614095,2.0,17400000.0,16635804.759614095,16635804.759614095,17400000.0,16635804.759614095,16635804.759614095,2.0,17400000.0,16635804.759614095,16635804.759614095,16.14737383130495,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,14469128.378892839,14696675.097887237
249,-1,249,Boy Kills World (2024),2024-04-26,2024-04-25,2024,4,winter_spring,movie_page_full_run,wide,True,False,Action,,,False,False,1993,1682525.0,2024-04-25,2024-04-25,1,1,2900000.0,2900000.0,2900000.0,2900000.0,,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497356,0.0,0,0,0.0,1,1,0.0,boxofficereport,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2900000.0000000023,2408891.677497356,2408891.677497352,2900000.0000000023,2408891.677497352,2900000.0,2900000.0000000023,2900000.0000000023,1.0,2900000.0,2900000.0000000023,2900000.0000000023,2900000.0,2900000.0000000023,2900000.0000000023,1.0,2900000.0,2900000.0000000023,2900000.0000000023,2900000.0,2900000.0000000023,2900000.0000000023,1.0,2900000.0,2900000.0000000023,2900000.0000000023,14.335806199231639,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,2900000.0000000023,2408891.677497356
304,-2,304,Challengers (2024),2024-04-26,2024-04-24,2024,4,winter_spring,movie_page_full_run,large_wide,True,True,Drama,,,False,False,3477,15011061.0,2024-04-24,2024-04-24,1,1,16500000.0,16500000.0,16500000.0,16500000.0,,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,0.0,0,0,1.0,1,1,0.0,boxofficepro,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,16500000.000000013,15553338.556979258,15553338.556979258,16500000.000000013,15553338.556979258,16500000.0,16500000.000000013,16500000.000000013,1.0,16500000.0,16500000.000000013,16500000.000000013,16500000.0,16500000.000000013,16500000.000000013,1.0,16500000.0,16500000.000000013,16500000.000000013,16500000.0,16500000.000000013,16500000.000000013,1.0,16500000.0,16500000.000000013,16500000.000000013,16.524297887320685,test,dollar_median_consensus_usd,source_bias_adjusted_log_mean_consensus_usd,16500000.0,15553338.556979258
304,-1,304,Challengers (2024),2024-04-26,2024-04-25,2024,4,winter_spring,movie_page_full_run,large_wide,True,True,Drama,,,False,False,3477,15011061.0,2024-04-25,2024-04-24,2,2,16750000.0,16750000.0,16500000.0,17000000.0,353553.39059327374,16748134.224444222,16748134.224444222,14688185.699585019,14688185.699585019,0.5,0,1,0.5,2,2,0.029852963149679113,"boxofficepro, boxofficereport",16748134.224444222,16711271.0753553,14688185.699585019,14731076.972694552,16750634.234857423,16713714.826913316,14681897.070194537,14724794.93652055,16754383.856404856,16717393.63047432,14672471.92226302,14715363.604702134,16760628.01216287,16723556.236121764,14656794.546235722,14699633.107764529,16773068.840795798,16735971.929464743,14625626.285552645,14668199.33749506,16791497.445706505,16754706.970324354,14579620.775664486,14621409.150171362,16809473.669700593,16773389.271003935,14534932.424440827,14575504.199631218,16837960.273641467,16803851.551204033,14464493.091857063,14502221.795185365,16864058.57477191,16832724.400231585,14400362.839774735,14434498.598390862,16711271.0753553,14731076.972694552,16750000.0,16748134.224444222,16748134.224444222,2.0,16750000.0,16748134.224444222,16748134.224444222,16750000.0,16748134.224444222,16748134.224444222,2.0,16750000.0,16748134.224444222,16748134.224444222,16750000.0,16748134.224444222,16748134.224444222,2.0,16750000.0,16748134.224444222,16748134.224444222,16.524297887320685,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,16864058.57477191,14688185.699585019
141,-1,141,Back to Black (2024),2024-05-17,2024-05-16,2024,5,summer,movie_page_full_run,wide,True,False,Drama,,,False,False,2010,2835720.0,2024-05-16,2024-05-16,1,1,3900000.0,3900000.0,3900000.0,3900000.0,,3899999.9999999967,3899999.9999999967,3230370.4747524443,3230370.4747524443,0.0,0,0,0.0,1,1,0.0,boxofficereport,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999967,3899999.9999999898,3230370.4747524443,3230370.4747524443,3899999.9999999898,3230370.4747524443,3900000.0,3899999.9999999967,3899999.9999999967,1.0,3900000.0,3899999.9999999967,3899999.9999999967,3900000.0,3899999.9999999967,3899999.9999999967,1.0,3900000.0,3899999.9999999967,3899999.9999999967,3900000.0,3899999.9999999967,3899999.9999999967,1.0,3900000.0,3899999.9999999967,3899999.9999999967,14.85780643115348,test,recency_weighted_log_consensus_lambda_1_usd,source_bias_adjusted_log_mean_consensus_usd,3899999.9999999967,3230370.4747524443
145,-14,145,Bad Boys: Ride or Die (2024),2024-06-07,2024-05-24,2024,6,summer,movie_page_full_run,large_wide,True,True,Action,,Bad Boys,True,False,3885,56527324.0,2024-05-24,2024-05-24,1,1,53000000.0,53000000.0,53000000.0,53000000.0,,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,0.0,0,0,1.0,0,0,0.0,boxofficetheory,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,52999999.99999991,53000000.0,52999999.99999991,52999999.99999991,1.0,53000000.0,52999999.99999991,52999999.99999991,53000000.0,52999999.99999991,52999999.99999991,1.0,53000000.0,52999999.99999991,52999999.99999991,53000000.0,52999999.99999991,52999999.99999991,1.0,53000000.0,52999999.99999991,52999999.99999991,17.85023468983421,test,dollar_median_consensus_usd,log_mean_consensus_usd,53000000.0,52999999.99999991
