source,movie_key,source_movie_id,source_title,movie_id,canonical_title,canonical_release_date,identity_status,raw_match_statuses,estimate_rows,min_target_start_date,max_target_start_date,min_target_end_date,max_target_end_date,min_estimate_usd,max_estimate_usd
boxofficepro,-ad-imes-at-the-l-oyale:2018-10-12,,Bad Times at the El Royale,,,,unmatched,unmatched,1,2018-10-12,2018-10-12,2018-10-14,2018-10-14,8300000.000000000000,8300000.000000000000
boxofficepro,-irst-an:2018-10-12,,First Man,,,,unmatched,unmatched,1,2018-10-12,2018-10-12,2018-10-14,2018-10-14,20000000.000000000000,20000000.000000000000
boxofficepro,-oosebumps-aunted-alloween:2018-10-12,,Goosebumps: Haunted Halloween,,,,unmatched,unmatched,1,2018-10-12,2018-10-12,2018-10-14,2018-10-14,18600000.000000000000,18600000.000000000000
boxofficepro,-enom:2018-10-12,,Venom,,,,unmatched,unmatched,1,2018-10-12,2018-10-12,2018-10-14,2018-10-14,30000000.000000000000,30000000.000000000000
boxofficepro,-ild-ard-py-ode-x-amily-hite:2024-04-19,,Wild Card: Spy Code x Family: White,,,,unmatched,unmatched,1,2024-04-19,2024-04-19,2024-04-21,2024-04-21,11000000.000000000000,11000000.000000000000
boxofficepro,boxofficepro:US_CA:a-quiet-place-day-one:2024-06-21,boxofficepro:US_CA:a-quiet-place-day-one:2024-06-21,. A Quiet Place: Day One,7026,. A Quiet Place: Day One,2024-06-21,matched,provisional,1,2024-06-21,2024-06-21,2024-06-23,2024-06-23,52500000.000000000000,52500000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-02-05,boxofficepro:US_CA:10-cloverfield-lane:2016-02-05,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-02-05,2016-02-05,2016-02-07,2016-02-07,31000000.000000000000,31000000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-02-12,boxofficepro:US_CA:10-cloverfield-lane:2016-02-12,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-02-12,2016-02-12,2016-02-14,2016-02-14,31000000.000000000000,31000000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-02-19,boxofficepro:US_CA:10-cloverfield-lane:2016-02-19,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-02-19,2016-02-19,2016-02-21,2016-02-21,31000000.000000000000,31000000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-02-26,boxofficepro:US_CA:10-cloverfield-lane:2016-02-26,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-02-26,2016-02-26,2016-02-28,2016-02-28,31000000.000000000000,31000000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-03-04,boxofficepro:US_CA:10-cloverfield-lane:2016-03-04,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-03-04,2016-03-04,2016-03-06,2016-03-06,31000000.000000000000,31000000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-03-11,boxofficepro:US_CA:10-cloverfield-lane:2016-03-11,10 Cloverfield Lane,8402,10 Cloverfield Lane (2016),2016-03-11,matched,matched,2,2016-03-11,2016-03-11,2016-03-13,2016-03-13,24000000.000000000000,26000000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-03-18,boxofficepro:US_CA:10-cloverfield-lane:2016-03-18,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-03-18,2016-03-18,2016-03-20,2016-03-20,11800000.000000000000,11800000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-03-25,boxofficepro:US_CA:10-cloverfield-lane:2016-03-25,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-03-25,2016-03-25,2016-03-27,2016-03-27,5800000.000000000000,5800000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-04-01,boxofficepro:US_CA:10-cloverfield-lane:2016-04-01,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-04-01,2016-04-01,2016-04-03,2016-04-03,3600000.000000000000,3600000.000000000000
boxofficepro,boxofficepro:US_CA:10-cloverfield-lane:2016-04-08,boxofficepro:US_CA:10-cloverfield-lane:2016-04-08,10 Cloverfield Lane,6435,10 Cloverfield Lane,2016-03-11,matched,provisional,1,2016-04-08,2016-04-08,2016-04-10,2016-04-10,3300000.000000000000,3300000.000000000000
boxofficepro,boxofficepro:US_CA:12-mighty-orphans:2021-06-18,boxofficepro:US_CA:12-mighty-orphans:2021-06-18,12 Mighty Orphans,25721,12 Mighty Orphans,,matched,unmatched,1,2021-06-18,2021-06-18,2021-06-20,2021-06-20,750000.000000000000,750000.000000000000
boxofficepro,boxofficepro:US_CA:12-strong:2018-01-19,boxofficepro:US_CA:12-strong:2018-01-19,12 Strong,8410,12 Strong (2018),2018-01-19,matched,matched,1,2018-01-19,2018-01-19,2018-01-21,2018-01-21,12000000.000000000000,12000000.000000000000
boxofficepro,boxofficepro:US_CA:12-strong:2018-01-26,boxofficepro:US_CA:12-strong:2018-01-26,12 Strong,6494,12 Strong,2018-01-19,matched,provisional,1,2018-01-26,2018-01-26,2018-01-28,2018-01-28,8700000.000000000000,8700000.000000000000
boxofficepro,boxofficepro:US_CA:12-strong:2018-02-02,boxofficepro:US_CA:12-strong:2018-02-02,12 Strong,6494,12 Strong,2018-01-19,matched,provisional,1,2018-02-02,2018-02-02,2018-02-04,2018-02-04,4000000.000000000000,4000000.000000000000
boxofficepro,boxofficepro:US_CA:13-hours-the-secret-soldiers-of-benghazi:2016-01-29,boxofficepro:US_CA:13-hours-the-secret-soldiers-of-benghazi:2016-01-29,13 Hours: The Secret Soldiers of Benghazi,25722,13 Hours: The Secret Soldiers of Benghazi,,matched,unmatched,1,2016-01-29,2016-01-29,2016-01-31,2016-01-31,5800000.000000000000,5800000.000000000000
boxofficepro,boxofficepro:US_CA:13-hours-the-secret-soldiers-of-benghazi:2016-02-05,boxofficepro:US_CA:13-hours-the-secret-soldiers-of-benghazi:2016-02-05,13 Hours: The Secret Soldiers of Benghazi,25723,13 Hours: The Secret Soldiers of Benghazi,,matched,unmatched,1,2016-02-05,2016-02-05,2016-02-07,2016-02-07,3100000.000000000000,3100000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-01-10,boxofficepro:US_CA:1917:2020-01-10,1917,3,1917 (2019),,matched,matched,1,2020-01-10,2020-01-10,2020-01-12,2020-01-12,36000000.000000000000,36000000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-01-17,boxofficepro:US_CA:1917:2020-01-17,1917,3,1917 (2019),,matched,matched,1,2020-01-17,2020-01-17,2020-01-19,2020-01-19,25000000.000000000000,25000000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-01-24,boxofficepro:US_CA:1917:2020-01-24,1917,3,1917 (2019),,matched,matched,1,2020-01-24,2020-01-24,2020-01-26,2020-01-26,13000000.000000000000,13000000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-01-31,boxofficepro:US_CA:1917:2020-01-31,1917,3,1917 (2019),,matched,matched,1,2020-01-31,2020-01-31,2020-02-02,2020-02-02,8800000.000000000000,8800000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-02-07,boxofficepro:US_CA:1917:2020-02-07,1917,3,1917 (2019),,matched,matched,1,2020-02-07,2020-02-07,2020-02-09,2020-02-09,7200000.000000000000,7200000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-02-14,boxofficepro:US_CA:1917:2020-02-14,1917,3,1917 (2019),,matched,matched,1,2020-02-14,2020-02-14,2020-02-16,2020-02-16,8000000.000000000000,8000000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-02-21,boxofficepro:US_CA:1917:2020-02-21,1917,3,1917 (2019),,matched,matched,1,2020-02-21,2020-02-21,2020-02-23,2020-02-23,4900000.000000000000,4900000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-02-28,boxofficepro:US_CA:1917:2020-02-28,1917,3,1917 (2019),,matched,matched,1,2020-02-28,2020-02-28,2020-03-01,2020-03-01,2500000.000000000000,2500000.000000000000
boxofficepro,boxofficepro:US_CA:1917:2020-03-06,boxofficepro:US_CA:1917:2020-03-06,1917,3,1917 (2019),,matched,matched,1,2020-03-06,2020-03-06,2020-03-08,2020-03-08,2000000.000000000000,2000000.000000000000
boxofficepro,boxofficepro:US_CA:2-hearts:2020-10-16,boxofficepro:US_CA:2-hearts:2020-10-16,2 Hearts,6,2 Hearts (2020),,matched,matched,1,2020-10-16,2020-10-16,2020-10-18,2020-10-18,1000000.000000000000,1000000.000000000000
boxofficepro,boxofficepro:US_CA:2-hearts:2020-10-23,boxofficepro:US_CA:2-hearts:2020-10-23,2 Hearts,6,2 Hearts (2020),,matched,matched,1,2020-10-23,2020-10-23,2020-10-25,2020-10-25,300000.000000000000,300000.000000000000
boxofficepro,boxofficepro:US_CA:21-bridges:2019-11-22,boxofficepro:US_CA:21-bridges:2019-11-22,21 Bridges,11,21 Bridges (2019),,matched,matched,1,2019-11-22,2019-11-22,2019-11-24,2019-11-24,8400000.000000000000,8400000.000000000000
boxofficepro,boxofficepro:US_CA:21-bridges:2019-11-29,boxofficepro:US_CA:21-bridges:2019-11-29,21 Bridges,11,21 Bridges (2019),,matched,matched,1,2019-11-29,2019-11-29,2019-12-01,2019-12-01,7300000.000000000000,7300000.000000000000
boxofficepro,boxofficepro:US_CA:21-bridges:2019-12-06,boxofficepro:US_CA:21-bridges:2019-12-06,21 Bridges,11,21 Bridges (2019),,matched,matched,1,2019-12-06,2019-12-06,2019-12-08,2019-12-08,2900000.000000000000,2900000.000000000000
boxofficepro,boxofficepro:US_CA:21-bridges:2019-12-13,boxofficepro:US_CA:21-bridges:2019-12-13,21 Bridges,11,21 Bridges (2019),,matched,matched,1,2019-12-13,2019-12-13,2019-12-15,2019-12-15,1700000.000000000000,1700000.000000000000
boxofficepro,boxofficepro:US_CA:28-years-later:2025-06-20,boxofficepro:US_CA:28-years-later:2025-06-20,28 Years Later,12,28 Years Later (2025),2025-06-20,matched,matched,1,2025-06-20,2025-06-20,2025-06-22,2025-06-22,40000000.000000000000,40000000.000000000000
boxofficepro,boxofficepro:US_CA:28-years-later-the-bone-temple:2026-01-16,boxofficepro:US_CA:28-years-later-the-bone-temple:2026-01-16,28 Years Later: The Bone Temple,13,28 Years Later: The Bone Temple (2026),2026-01-16,matched,matched,1,2026-01-16,2026-01-16,2026-01-18,2026-01-18,17500000.000000000000,17500000.000000000000
boxofficepro,boxofficepro:US_CA:28-years-later-the-bone-temple:2026-01-23,boxofficepro:US_CA:28-years-later-the-bone-temple:2026-01-23,28 Years Later: The Bone Temple,13,28 Years Later: The Bone Temple (2026),2026-01-16,matched,matched,1,2026-01-23,2026-01-23,2026-01-25,2026-01-25,7000000.000000000000,7000000.000000000000
boxofficepro,boxofficepro:US_CA:47-meters-down:2017-06-16,boxofficepro:US_CA:47-meters-down:2017-06-16,47 Meters Down,8472,47 Meters Down (2017),2017-06-16,matched,matched,1,2017-06-16,2017-06-16,2017-06-18,2017-06-18,4500000.000000000000,4500000.000000000000
boxofficepro,boxofficepro:US_CA:47-meters-down:2017-06-23,boxofficepro:US_CA:47-meters-down:2017-06-23,47 Meters Down,25725,47 Meters Down,,matched,unmatched,1,2017-06-23,2017-06-23,2017-06-25,2017-06-25,5830000.000000000000,5830000.000000000000
boxofficepro,boxofficepro:US_CA:47-meters-down-uncaged:2019-08-16,boxofficepro:US_CA:47-meters-down-uncaged:2019-08-16,47 Meters Down: Uncaged,8474,47 Meters Down: Uncaged (2019),2019-08-16,matched,matched,1,2019-08-16,2019-08-16,2019-08-18,2019-08-18,11700000.000000000000,11700000.000000000000
boxofficepro,boxofficepro:US_CA:65:2023-03-10,boxofficepro:US_CA:65:2023-03-10,65,17,65 (2023),,matched,matched,1,2023-03-10,2023-03-10,2023-03-12,2023-03-12,9600000.000000000000,9600000.000000000000
boxofficepro,boxofficepro:US_CA:65:2023-03-17,boxofficepro:US_CA:65:2023-03-17,65,17,65 (2023),,matched,matched,1,2023-03-17,2023-03-17,2023-03-19,2023-03-19,5600000.000000000000,5600000.000000000000
boxofficepro,boxofficepro:US_CA:65:2023-03-24,boxofficepro:US_CA:65:2023-03-24,65,17,65 (2023),,matched,matched,1,2023-03-24,2023-03-24,2023-03-26,2023-03-26,2700000.000000000000,2700000.000000000000
boxofficepro,boxofficepro:US_CA:65:2023-03-31,boxofficepro:US_CA:65:2023-03-31,65,17,65 (2023),,matched,matched,1,2023-03-31,2023-03-31,2023-04-02,2023-04-02,1900000.000000000000,1900000.000000000000
boxofficepro,boxofficepro:US_CA:65:2023-04-07,boxofficepro:US_CA:65:2023-04-07,65,17,65 (2023),,matched,matched,1,2023-04-07,2023-04-07,2023-04-09,2023-04-09,900000.000000000000,900000.000000000000
boxofficepro,boxofficepro:US_CA:80-for-brady:2023-02-03,boxofficepro:US_CA:80-for-brady:2023-02-03,80 for Brady,18,80 for Brady (2023),,matched,matched,1,2023-02-03,2023-02-03,2023-02-05,2023-02-05,15600000.000000000000,15600000.000000000000
boxofficepro,boxofficepro:US_CA:80-for-brady:2023-02-10,boxofficepro:US_CA:80-for-brady:2023-02-10,80 for Brady,18,80 for Brady (2023),,matched,matched,1,2023-02-10,2023-02-10,2023-02-12,2023-02-12,6800000.000000000000,6800000.000000000000
boxofficepro,boxofficepro:US_CA:80-for-brady:2023-02-17,boxofficepro:US_CA:80-for-brady:2023-02-17,80 for Brady,18,80 for Brady (2023),,matched,matched,1,2023-02-17,2023-02-17,2023-02-20,2023-02-20,4300000.000000000000,4300000.000000000000
boxofficepro,boxofficepro:US_CA:80-for-brady:2023-02-24,boxofficepro:US_CA:80-for-brady:2023-02-24,80 for Brady,18,80 for Brady (2023),,matched,matched,1,2023-02-24,2023-02-24,2023-02-26,2023-02-26,2300000.000000000000,2300000.000000000000
boxofficepro,boxofficepro:US_CA:80-for-brady:2023-03-03,boxofficepro:US_CA:80-for-brady:2023-03-03,80 for Brady,18,80 for Brady (2023),,matched,matched,1,2023-03-03,2023-03-03,2023-03-05,2023-03-05,1100000.000000000000,1100000.000000000000
boxofficepro,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-03,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-03,A Bad Moms Christmas,8850,A Bad Moms Christmas (2017),2017-11-03,matched,matched,1,2017-11-03,2017-11-03,2017-11-05,2017-11-05,17500000.000000000000,17500000.000000000000
boxofficepro,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-10,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-10,A Bad Moms Christmas,25727,A Bad Moms Christmas,,matched,unmatched,1,2017-11-10,2017-11-10,2017-11-12,2017-11-12,9800000.000000000000,9800000.000000000000
boxofficepro,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-17,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-17,A Bad Moms Christmas,25728,A Bad Moms Christmas,,matched,unmatched,1,2017-11-17,2017-11-17,2017-11-19,2017-11-19,6900000.000000000000,6900000.000000000000
boxofficepro,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-24,boxofficepro:US_CA:a-bad-moms-christmas:2017-11-24,A Bad Moms Christmas,25729,A Bad Moms Christmas,,matched,unmatched,1,2017-11-24,2017-11-24,2017-11-26,2017-11-26,6000000.000000000000,6000000.000000000000
boxofficepro,boxofficepro:US_CA:a-bad-moms-christmas:2017-12-01,boxofficepro:US_CA:a-bad-moms-christmas:2017-12-01,A Bad Moms Christmas,25730,A Bad Moms Christmas,,matched,unmatched,1,2017-12-01,2017-12-01,2017-12-03,2017-12-03,2500000.000000000000,2500000.000000000000
boxofficepro,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-11-22,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-11-22,A Beautiful Day in the Neighborhood,163,A Beautiful Day in the Neighborhood (2019),,matched,matched,1,2019-11-22,2019-11-22,2019-11-24,2019-11-24,16000000.000000000000,16000000.000000000000
boxofficepro,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-11-29,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-11-29,A Beautiful Day in the Neighborhood,163,A Beautiful Day in the Neighborhood (2019),,matched,matched,1,2019-11-29,2019-11-29,2019-12-01,2019-12-01,11500000.000000000000,11500000.000000000000
boxofficepro,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-12-06,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-12-06,A Beautiful Day in the Neighborhood,163,A Beautiful Day in the Neighborhood (2019),,matched,matched,1,2019-12-06,2019-12-06,2019-12-08,2019-12-08,6600000.000000000000,6600000.000000000000
boxofficepro,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-12-13,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-12-13,A Beautiful Day in the Neighborhood,163,A Beautiful Day in the Neighborhood (2019),,matched,matched,1,2019-12-13,2019-12-13,2019-12-15,2019-12-15,3400000.000000000000,3400000.000000000000
boxofficepro,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-12-20,boxofficepro:US_CA:a-beautiful-day-in-the-neighborhood:2019-12-20,A Beautiful Day in the Neighborhood,163,A Beautiful Day in the Neighborhood (2019),,matched,matched,1,2019-12-20,2019-12-20,2019-12-22,2019-12-22,2000000.000000000000,2000000.000000000000
boxofficepro,boxofficepro:US_CA:a-complete-unknown:2024-12-25,boxofficepro:US_CA:a-complete-unknown:2024-12-25,A Complete Unknown,360,A Complete Unknown (2024),2024-12-25,matched,matched,1,2024-12-25,2024-12-25,2024-12-29,2024-12-29,17500000.000000000000,17500000.000000000000
boxofficepro,boxofficepro:US_CA:a-cure-for-wellness:2017-02-17,boxofficepro:US_CA:a-cure-for-wellness:2017-02-17,A Cure for Wellness,9620,A Cure for Wellness (2017),2017-02-17,matched,matched,1,2017-02-17,2017-02-17,2017-02-20,2017-02-20,6900000.000000000000,6900000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-journey:2019-05-17,boxofficepro:US_CA:a-dogs-journey:2019-05-17,A Dog’s Journey,9860,A Dog’s Journey (2019),2019-05-17,matched,matched,1,2019-05-17,2019-05-17,2019-05-19,2019-05-19,9000000.000000000000,9000000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-journey:2019-05-24,boxofficepro:US_CA:a-dogs-journey:2019-05-24,A Dog’s Journey,6655,A Dog’s Journey,2019-05-17,matched,provisional,1,2019-05-24,2019-05-24,2019-05-27,2019-05-27,6200000.000000000000,6200000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-journey:2019-05-31,boxofficepro:US_CA:a-dogs-journey:2019-05-31,A Dog’s Journey,6655,A Dog’s Journey,2019-05-17,matched,provisional,1,2019-05-31,2019-05-31,2019-06-02,2019-06-02,2000000.000000000000,2000000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-purpose:2017-01-27,boxofficepro:US_CA:a-dogs-purpose:2017-01-27,A Dog’s Purpose,9862,A Dog’s Purpose (2017),2017-01-27,matched,matched,1,2017-01-27,2017-01-27,2017-01-29,2017-01-29,17500000.000000000000,17500000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-purpose:2017-02-03,boxofficepro:US_CA:a-dogs-purpose:2017-02-03,A Dog’s Purpose,25733,A Dog’s Purpose,,matched,unmatched,1,2017-02-03,2017-02-03,2017-02-05,2017-02-05,9700000.000000000000,9700000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-purpose:2017-02-10,boxofficepro:US_CA:a-dogs-purpose:2017-02-10,A Dog’s Purpose,25734,A Dog’s Purpose,,matched,unmatched,1,2017-02-10,2017-02-10,2017-02-12,2017-02-12,5780000.000000000000,5780000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-purpose:2017-02-17,boxofficepro:US_CA:a-dogs-purpose:2017-02-17,A Dog’s Purpose,25735,A Dog’s Purpose,,matched,unmatched,1,2017-02-17,2017-02-17,2017-02-20,2017-02-20,5817144.000000000000,5817144.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-way-home:2019-01-11,boxofficepro:US_CA:a-dogs-way-home:2019-01-11,A Dog’s Way Home,9864,A Dog’s Way Home (2019),2019-01-11,matched,matched,1,2019-01-11,2019-01-11,2019-01-13,2019-01-13,14500000.000000000000,14500000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-way-home:2019-01-18,boxofficepro:US_CA:a-dogs-way-home:2019-01-18,A Dog’s Way Home,6614,A Dog’s Way Home,2019-01-11,matched,provisional,1,2019-01-18,2019-01-18,2019-01-20,2019-01-20,9500000.000000000000,9500000.000000000000
boxofficepro,boxofficepro:US_CA:a-dogs-way-home:2019-02-01,boxofficepro:US_CA:a-dogs-way-home:2019-02-01,A Dog’s Way Home,6614,A Dog’s Way Home,2019-01-11,matched,provisional,2,2019-02-01,2019-02-01,2019-02-03,2019-02-03,3200000.000000000000,4900000.000000000000
boxofficepro,boxofficepro:US_CA:a-haunting-in-venice:2023-09-15,boxofficepro:US_CA:a-haunting-in-venice:2023-09-15,A Haunting in Venice,22650,A Haunting in Venice,2023-09-15,matched,matched,2,2023-09-15,2023-09-15,2023-09-17,2023-09-17,16500000.000000000000,17200000.000000000000
boxofficepro,boxofficepro:US_CA:a-haunting-in-venice:2023-09-22,boxofficepro:US_CA:a-haunting-in-venice:2023-09-22,A Haunting in Venice,6973,A Haunting in Venice,2023-09-15,matched,provisional,1,2023-09-22,2023-09-22,2023-09-24,2023-09-24,7700000.000000000000,7700000.000000000000
boxofficepro,boxofficepro:US_CA:a-haunting-in-venice:2023-09-29,boxofficepro:US_CA:a-haunting-in-venice:2023-09-29,A Haunting in Venice,6973,A Haunting in Venice,2023-09-15,matched,provisional,1,2023-09-29,2023-09-29,2023-10-01,2023-10-01,3500000.000000000000,3500000.000000000000
boxofficepro,boxofficepro:US_CA:a-haunting-in-venice:2023-10-06,boxofficepro:US_CA:a-haunting-in-venice:2023-10-06,A Haunting in Venice,6973,A Haunting in Venice,2023-09-15,matched,provisional,1,2023-10-06,2023-10-06,2023-10-08,2023-10-08,2200000.000000000000,2200000.000000000000
boxofficepro,boxofficepro:US_CA:a-haunting-in-venice:2023-10-13,boxofficepro:US_CA:a-haunting-in-venice:2023-10-13,A Haunting in Venice,6973,A Haunting in Venice,2023-09-15,matched,provisional,1,2023-10-13,2023-10-13,2023-10-15,2023-10-15,1900000.000000000000,1900000.000000000000
boxofficepro,boxofficepro:US_CA:a-haunting-in-venice:2023-10-20,boxofficepro:US_CA:a-haunting-in-venice:2023-10-20,A Haunting in Venice,6973,A Haunting in Venice,2023-09-15,matched,provisional,1,2023-10-20,2023-10-20,2023-10-22,2023-10-22,1100000.000000000000,1100000.000000000000
boxofficepro,boxofficepro:US_CA:a-journal-for-jordan:2021-12-31,boxofficepro:US_CA:a-journal-for-jordan:2021-12-31,A Journal for Jordan,23100,A Journal for Jordan,2021-12-31,matched,matched,1,2021-12-31,2021-12-31,2022-01-02,2022-01-02,1900000.000000000000,1900000.000000000000
boxofficepro,boxofficepro:US_CA:a-madea-family-funeral:2019-03-22,boxofficepro:US_CA:a-madea-family-funeral:2019-03-22,A Madea Family Funeral,25737,A Madea Family Funeral,,matched,unmatched,1,2019-03-22,2019-03-22,2019-03-24,2019-03-24,3500000.000000000000,3500000.000000000000
boxofficepro,boxofficepro:US_CA:a-man-called-otto:2023-01-06,boxofficepro:US_CA:a-man-called-otto:2023-01-06,A Man Called Otto,25738,A Man Called Otto,,matched,unmatched,1,2023-01-06,2023-01-06,2023-01-08,2023-01-08,2000000.000000000000,2000000.000000000000
boxofficepro,boxofficepro:US_CA:a-man-called-otto:2023-01-20,boxofficepro:US_CA:a-man-called-otto:2023-01-20,A Man Called Otto,25739,A Man Called Otto,,matched,unmatched,1,2023-01-20,2023-01-20,2023-01-22,2023-01-22,9000000.000000000000,9000000.000000000000
boxofficepro,boxofficepro:US_CA:a-man-called-otto:2023-01-27,boxofficepro:US_CA:a-man-called-otto:2023-01-27,A Man Called Otto,25740,A Man Called Otto,,matched,unmatched,1,2023-01-27,2023-01-27,2023-01-29,2023-01-29,6900000.000000000000,6900000.000000000000
boxofficepro,boxofficepro:US_CA:a-man-called-otto:2023-02-03,boxofficepro:US_CA:a-man-called-otto:2023-02-03,A Man Called Otto,25741,A Man Called Otto,,matched,unmatched,1,2023-02-03,2023-02-03,2023-02-05,2023-02-05,4700000.000000000000,4700000.000000000000
boxofficepro,boxofficepro:US_CA:a-man-called-otto:2023-02-10,boxofficepro:US_CA:a-man-called-otto:2023-02-10,A Man Called Otto,25742,A Man Called Otto,,matched,unmatched,1,2023-02-10,2023-02-10,2023-02-12,2023-02-12,2700000.000000000000,2700000.000000000000
boxofficepro,boxofficepro:US_CA:a-man-called-otto:2023-02-17,boxofficepro:US_CA:a-man-called-otto:2023-02-17,A Man Called Otto,25743,A Man Called Otto,,matched,unmatched,1,2023-02-17,2023-02-17,2023-02-20,2023-02-20,2200000.000000000000,2200000.000000000000
boxofficepro,boxofficepro:US_CA:a-man-called-otto:2023-02-24,boxofficepro:US_CA:a-man-called-otto:2023-02-24,A Man Called Otto,25744,A Man Called Otto,,matched,unmatched,1,2023-02-24,2023-02-24,2023-02-26,2023-02-26,1000000.000000000000,1000000.000000000000
boxofficepro,boxofficepro:US_CA:a-minecraft-movie:2025-04-04,boxofficepro:US_CA:a-minecraft-movie:2025-04-04,A Minecraft Movie,23703,A Minecraft Movie,2025-04-04,matched,matched,1,2025-04-04,2025-04-04,2025-04-06,2025-04-06,92500000.000000000000,92500000.000000000000
boxofficepro,boxofficepro:US_CA:a-minecraft-movie:2025-04-11,boxofficepro:US_CA:a-minecraft-movie:2025-04-11,A Minecraft Movie,23703,A Minecraft Movie,2025-04-04,matched,matched,1,2025-04-11,2025-04-11,2025-04-13,2025-04-13,77500000.000000000000,77500000.000000000000
boxofficepro,boxofficepro:US_CA:a-minecraft-movie:2025-04-18,boxofficepro:US_CA:a-minecraft-movie:2025-04-18,A Minecraft Movie,23703,A Minecraft Movie,2025-04-04,matched,matched,1,2025-04-18,2025-04-18,2025-04-20,2025-04-20,40000000.000000000000,40000000.000000000000
boxofficepro,boxofficepro:US_CA:a-minecraft-movie:2025-04-25,boxofficepro:US_CA:a-minecraft-movie:2025-04-25,A Minecraft Movie,23703,A Minecraft Movie,2025-04-04,matched,matched,1,2025-04-25,2025-04-25,2025-04-27,2025-04-27,22500000.000000000000,22500000.000000000000
boxofficepro,boxofficepro:US_CA:a-minecraft-movie:2025-05-02,boxofficepro:US_CA:a-minecraft-movie:2025-05-02,A Minecraft Movie,23703,A Minecraft Movie,2025-04-04,matched,matched,1,2025-05-02,2025-05-02,2025-05-04,2025-05-04,12000000.000000000000,12000000.000000000000
boxofficepro,boxofficepro:US_CA:a-minecraft-movie:2025-05-09,boxofficepro:US_CA:a-minecraft-movie:2025-05-09,A Minecraft Movie,23703,A Minecraft Movie,2025-04-04,matched,matched,1,2025-05-09,2025-05-09,2025-05-11,2025-05-11,7500000.000000000000,7500000.000000000000
boxofficepro,boxofficepro:US_CA:a-quiet-place:2018-04-06,boxofficepro:US_CA:a-quiet-place:2018-04-06,A Quiet Place,12836,A Quiet Place (2018),2018-04-06,matched,matched,1,2018-04-06,2018-04-06,2018-04-08,2018-04-08,30500000.000000000000,30500000.000000000000
