source,movie_key,source_movie_id,source_title,movie_id,canonical_title,canonical_release_date,identity_status,raw_match_statuses,estimate_rows,min_target_start_date,max_target_start_date,min_target_end_date,max_target_end_date,min_estimate_usd,max_estimate_usd
boxofficepro,boxofficepro:US_CA:star-wars-the-last-jedi:2017-12-29,boxofficepro:US_CA:star-wars-the-last-jedi:2017-12-29,Star Wars: The Last Jedi,26607,Star Wars: The Last Jedi,,matched,unmatched,1,2017-12-29,2017-12-29,2017-12-31,2017-12-31,73500000.000000000000,73500000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-05,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-05,Star Wars: The Last Jedi,26608,Star Wars: The Last Jedi,,matched,unmatched,1,2018-01-05,2018-01-05,2018-01-07,2018-01-07,25000000.000000000000,25000000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-12,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-12,Star Wars: The Last Jedi,26609,Star Wars: The Last Jedi,,matched,unmatched,1,2018-01-12,2018-01-12,2018-01-15,2018-01-15,16500000.000000000000,16500000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-19,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-19,Star Wars: The Last Jedi,26610,Star Wars: The Last Jedi,,matched,unmatched,1,2018-01-19,2018-01-19,2018-01-21,2018-01-21,6000000.000000000000,6000000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-26,boxofficepro:US_CA:star-wars-the-last-jedi:2018-01-26,Star Wars: The Last Jedi,26611,Star Wars: The Last Jedi,,matched,unmatched,1,2018-01-26,2018-01-26,2018-01-28,2018-01-28,4700000.000000000000,4700000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-last-jedi:2018-02-02,boxofficepro:US_CA:star-wars-the-last-jedi:2018-02-02,Star Wars: The Last Jedi,26612,Star Wars: The Last Jedi,,matched,unmatched,1,2018-02-02,2018-02-02,2018-02-04,2018-02-04,2300000.000000000000,2300000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-mandalorian-and-grogu:2026-05-22,boxofficepro:US_CA:star-wars-the-mandalorian-and-grogu:2026-05-22,Star Wars: The Mandalorian and Grogu,2497,Star Wars: The Mandalorian and Grogu,2026-05-22,matched,matched,1,2026-05-22,2026-05-22,2026-05-24,2026-05-24,90000000.000000000000,90000000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-mandalorian-and-grogu:2026-05-29,boxofficepro:US_CA:star-wars-the-mandalorian-and-grogu:2026-05-29,Star Wars: The Mandalorian and Grogu,2497,Star Wars: The Mandalorian and Grogu,2026-05-22,matched,matched,1,2026-05-29,2026-05-29,2026-05-31,2026-05-31,32500000.000000000000,32500000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2019-12-20,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2019-12-20,Star Wars: The Rise of Skywalker,13520,Star Wars: The Rise of Skywalker (2019),2019-12-20,matched,matched,1,2019-12-20,2019-12-20,2019-12-22,2019-12-22,183000000.00000000,183000000.00000000
boxofficepro,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-03,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-03,Star Wars: The Rise of Skywalker,6717,Star Wars: The Rise of Skywalker,2019-12-20,matched,provisional,3,2020-01-03,2020-01-03,2020-01-05,2020-01-05,36600000.000000000000,100300000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-10,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-10,Star Wars: The Rise of Skywalker,6717,Star Wars: The Rise of Skywalker,2019-12-20,matched,provisional,1,2020-01-10,2020-01-10,2020-01-12,2020-01-12,16800000.000000000000,16800000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-17,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-17,Star Wars: The Rise of Skywalker,6717,Star Wars: The Rise of Skywalker,2019-12-20,matched,provisional,1,2020-01-17,2020-01-17,2020-01-19,2020-01-19,7600000.000000000000,7600000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-24,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-24,Star Wars: The Rise of Skywalker,6717,Star Wars: The Rise of Skywalker,2019-12-20,matched,provisional,1,2020-01-24,2020-01-24,2020-01-26,2020-01-26,4900000.000000000000,4900000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-31,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-01-31,Star Wars: The Rise of Skywalker,6717,Star Wars: The Rise of Skywalker,2019-12-20,matched,provisional,1,2020-01-31,2020-01-31,2020-02-02,2020-02-02,3200000.000000000000,3200000.000000000000
boxofficepro,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-02-07,boxofficepro:US_CA:star-wars-the-rise-of-skywalker:2020-02-07,Star Wars: The Rise of Skywalker,6717,Star Wars: The Rise of Skywalker,2019-12-20,matched,provisional,1,2020-02-07,2020-02-07,2020-02-09,2020-02-09,2000000.000000000000,2000000.000000000000
boxofficepro,boxofficepro:US_CA:stillwater:2021-08-06,boxofficepro:US_CA:stillwater:2021-08-06,Stillwater,6816,Stillwater,2021-08-06,matched,provisional,2,2021-08-06,2021-08-06,2021-08-08,2021-08-08,2400000.000000000000,4000000.000000000000
boxofficepro,boxofficepro:US_CA:stillwater:2021-08-13,boxofficepro:US_CA:stillwater:2021-08-13,Stillwater,6816,Stillwater,2021-08-06,matched,provisional,1,2021-08-13,2021-08-13,2021-08-15,2021-08-15,1800000.000000000000,1800000.000000000000
boxofficepro,boxofficepro:US_CA:storks:2016-09-23,boxofficepro:US_CA:storks:2016-09-23,Storks,13554,Storks (2016),2016-09-23,matched,matched,1,2016-09-23,2016-09-23,2016-09-25,2016-09-25,36500000.000000000000,36500000.000000000000
boxofficepro,boxofficepro:US_CA:storks:2016-09-30,boxofficepro:US_CA:storks:2016-09-30,Storks,26614,Storks,,matched,unmatched,1,2016-09-30,2016-09-30,2016-10-02,2016-10-02,12790000.000000000000,12790000.000000000000
boxofficepro,boxofficepro:US_CA:storks:2016-10-07,boxofficepro:US_CA:storks:2016-10-07,Storks,26615,Storks,,matched,unmatched,1,2016-10-07,2016-10-07,2016-10-09,2016-10-09,8760000.000000000000,8760000.000000000000
boxofficepro,boxofficepro:US_CA:storks:2016-10-14,boxofficepro:US_CA:storks:2016-10-14,Storks,26616,Storks,,matched,unmatched,1,2016-10-14,2016-10-14,2016-10-16,2016-10-16,4980000.000000000000,4980000.000000000000
boxofficepro,boxofficepro:US_CA:storks:2016-10-21,boxofficepro:US_CA:storks:2016-10-21,Storks,26617,Storks,,matched,unmatched,1,2016-10-21,2016-10-21,2016-10-23,2016-10-23,3700000.000000000000,3700000.000000000000
boxofficepro,boxofficepro:US_CA:storks:2016-10-28,boxofficepro:US_CA:storks:2016-10-28,Storks,26618,Storks,,matched,unmatched,1,2016-10-28,2016-10-28,2016-10-30,2016-10-30,1850000.000000000000,1850000.000000000000
boxofficepro,boxofficepro:US_CA:strange-world:2022-11-25,boxofficepro:US_CA:strange-world:2022-11-25,Strange World,24992,Strange World,2022-11-25,matched,matched,1,2022-11-25,2022-11-25,2022-11-27,2022-11-27,19100000.000000000000,19100000.000000000000
boxofficepro,boxofficepro:US_CA:strange-world:2022-12-02,boxofficepro:US_CA:strange-world:2022-12-02,Strange World,6913,Strange World,2022-11-25,matched,provisional,1,2022-12-02,2022-12-02,2022-12-04,2022-12-04,5900000.000000000000,5900000.000000000000
boxofficepro,boxofficepro:US_CA:strange-world:2022-12-09,boxofficepro:US_CA:strange-world:2022-12-09,Strange World,6913,Strange World,2022-11-25,matched,provisional,1,2022-12-09,2022-12-09,2022-12-11,2022-12-11,3700000.000000000000,3700000.000000000000
boxofficepro,boxofficepro:US_CA:strange-world:2022-12-16,boxofficepro:US_CA:strange-world:2022-12-16,Strange World,6913,Strange World,2022-11-25,matched,provisional,1,2022-12-16,2022-12-16,2022-12-18,2022-12-18,2500000.000000000000,2500000.000000000000
boxofficepro,boxofficepro:US_CA:strangers-prey-at-night:2018-03-09,boxofficepro:US_CA:strangers-prey-at-night:2018-03-09,Strangers: Prey at Night,6510,Strangers: Prey at Night,2018-03-09,matched,provisional,1,2018-03-09,2018-03-09,2018-03-11,2018-03-11,8000000.000000000000,8000000.000000000000
boxofficepro,boxofficepro:US_CA:strangers-prey-at-night:2018-03-16,boxofficepro:US_CA:strangers-prey-at-night:2018-03-16,Strangers: Prey at Night,6510,Strangers: Prey at Night,2018-03-09,matched,provisional,1,2018-03-16,2018-03-16,2018-03-18,2018-03-18,4700000.000000000000,4700000.000000000000
boxofficepro,boxofficepro:US_CA:strays:2023-08-18,boxofficepro:US_CA:strays:2023-08-18,Strays,25001,Strays,2023-08-18,matched,matched,1,2023-08-18,2023-08-18,2023-08-20,2023-08-20,13100000.000000000000,13100000.000000000000
boxofficepro,boxofficepro:US_CA:strays:2023-08-25,boxofficepro:US_CA:strays:2023-08-25,Strays,6968,Strays,2023-08-18,matched,provisional,1,2023-08-25,2023-08-25,2023-08-27,2023-08-27,4800000.000000000000,4800000.000000000000
boxofficepro,boxofficepro:US_CA:strays:2023-09-01,boxofficepro:US_CA:strays:2023-09-01,Strays,6968,Strays,2023-08-18,matched,provisional,1,2023-09-01,2023-09-01,2023-09-04,2023-09-04,3400000.000000000000,3400000.000000000000
boxofficepro,boxofficepro:US_CA:stuber:2019-07-12,boxofficepro:US_CA:stuber:2019-07-12,Stuber,13572,Stuber (2019),2019-07-12,matched,matched,1,2019-07-12,2019-07-12,2019-07-14,2019-07-14,11900000.000000000000,11900000.000000000000
boxofficepro,boxofficepro:US_CA:studio-666:2022-02-25,boxofficepro:US_CA:studio-666:2022-02-25,Studio 666,25008,Studio 666,2022-02-25,matched,matched,1,2022-02-25,2022-02-25,2022-02-27,2022-02-27,2700000.000000000000,2700000.000000000000
boxofficepro,boxofficepro:US_CA:suburbicon:2017-10-27,boxofficepro:US_CA:suburbicon:2017-10-27,Suburbicon,13580,Suburbicon (2017),2017-10-27,matched,matched,1,2017-10-27,2017-10-27,2017-10-29,2017-10-29,5500000.000000000000,5500000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-06-17,boxofficepro:US_CA:suicide-squad:2016-06-17,Suicide Squad,26620,Suicide Squad,,matched,unmatched,1,2016-06-17,2016-06-17,2016-06-19,2016-06-19,98000000.000000000000,98000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-06-24,boxofficepro:US_CA:suicide-squad:2016-06-24,Suicide Squad,26621,Suicide Squad,,matched,unmatched,1,2016-06-24,2016-06-24,2016-06-26,2016-06-26,98000000.000000000000,98000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-07-01,boxofficepro:US_CA:suicide-squad:2016-07-01,Suicide Squad,26622,Suicide Squad,,matched,unmatched,1,2016-07-01,2016-07-01,2016-07-03,2016-07-03,98000000.000000000000,98000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-07-08,boxofficepro:US_CA:suicide-squad:2016-07-08,Suicide Squad,26623,Suicide Squad,,matched,unmatched,1,2016-07-08,2016-07-08,2016-07-10,2016-07-10,98000000.000000000000,98000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-07-15,boxofficepro:US_CA:suicide-squad:2016-07-15,Suicide Squad,26624,Suicide Squad,,matched,unmatched,1,2016-07-15,2016-07-15,2016-07-17,2016-07-17,98000000.000000000000,98000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-07-22,boxofficepro:US_CA:suicide-squad:2016-07-22,Suicide Squad,26625,Suicide Squad,,matched,unmatched,1,2016-07-22,2016-07-22,2016-07-24,2016-07-24,119000000.000000000000,119000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-08-05,boxofficepro:US_CA:suicide-squad:2016-08-05,Suicide Squad,13588,Suicide Squad (2016),2016-08-05,matched,matched,1,2016-08-05,2016-08-05,2016-08-07,2016-08-07,133000000.000000000000,133000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-08-12,boxofficepro:US_CA:suicide-squad:2016-08-12,Suicide Squad,26627,Suicide Squad,,matched,unmatched,1,2016-08-12,2016-08-12,2016-08-14,2016-08-14,38500000.000000000000,38500000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-08-19,boxofficepro:US_CA:suicide-squad:2016-08-19,Suicide Squad,26628,Suicide Squad,,matched,unmatched,1,2016-08-19,2016-08-19,2016-08-21,2016-08-21,20000000.000000000000,20000000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-08-26,boxofficepro:US_CA:suicide-squad:2016-08-26,Suicide Squad,26629,Suicide Squad,,matched,unmatched,1,2016-08-26,2016-08-26,2016-08-28,2016-08-28,10700000.000000000000,10700000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-09-09,boxofficepro:US_CA:suicide-squad:2016-09-09,Suicide Squad,26630,Suicide Squad,,matched,unmatched,1,2016-09-09,2016-09-09,2016-09-11,2016-09-11,4960000.000000000000,4960000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-09-16,boxofficepro:US_CA:suicide-squad:2016-09-16,Suicide Squad,26631,Suicide Squad,,matched,unmatched,1,2016-09-16,2016-09-16,2016-09-18,2016-09-18,3150000.000000000000,3150000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-09-23,boxofficepro:US_CA:suicide-squad:2016-09-23,Suicide Squad,26632,Suicide Squad,,matched,unmatched,1,2016-09-23,2016-09-23,2016-09-25,2016-09-25,2820000.000000000000,2820000.000000000000
boxofficepro,boxofficepro:US_CA:suicide-squad:2016-09-30,boxofficepro:US_CA:suicide-squad:2016-09-30,Suicide Squad,26633,Suicide Squad,,matched,unmatched,1,2016-09-30,2016-09-30,2016-10-02,2016-10-02,1870000.000000000000,1870000.000000000000
boxofficepro,boxofficepro:US_CA:sully:2016-07-22,boxofficepro:US_CA:sully:2016-07-22,Sully,26634,Sully,,matched,unmatched,1,2016-07-22,2016-07-22,2016-07-24,2016-07-24,20000000.000000000000,20000000.000000000000
boxofficepro,boxofficepro:US_CA:sully:2016-09-09,boxofficepro:US_CA:sully:2016-09-09,Sully,13592,Sully (2016),2016-09-09,matched,matched,1,2016-09-09,2016-09-09,2016-09-11,2016-09-11,30000000.000000000000,30000000.000000000000
boxofficepro,boxofficepro:US_CA:sully:2016-09-16,boxofficepro:US_CA:sully:2016-09-16,Sully,26636,Sully,,matched,unmatched,1,2016-09-16,2016-09-16,2016-09-18,2016-09-18,24000000.000000000000,24000000.000000000000
boxofficepro,boxofficepro:US_CA:sully:2016-09-23,boxofficepro:US_CA:sully:2016-09-23,Sully,26637,Sully,,matched,unmatched,1,2016-09-23,2016-09-23,2016-09-25,2016-09-25,12990000.000000000000,12990000.000000000000
boxofficepro,boxofficepro:US_CA:sully:2016-09-30,boxofficepro:US_CA:sully:2016-09-30,Sully,26638,Sully,,matched,unmatched,1,2016-09-30,2016-09-30,2016-10-02,2016-10-02,8800000.000000000000,8800000.000000000000
boxofficepro,boxofficepro:US_CA:sully:2016-10-07,boxofficepro:US_CA:sully:2016-10-07,Sully,26639,Sully,,matched,unmatched,1,2016-10-07,2016-10-07,2016-10-09,2016-10-09,4960000.000000000000,4960000.000000000000
boxofficepro,boxofficepro:US_CA:super-troopers-2:2018-04-20,boxofficepro:US_CA:super-troopers-2:2018-04-20,Super Troopers 2,13608,Super Troopers 2 (2018),2018-04-20,matched,matched,1,2018-04-20,2018-04-20,2018-04-22,2018-04-22,6200000.000000000000,6200000.000000000000
boxofficepro,boxofficepro:US_CA:super-troopers-2:2018-04-27,boxofficepro:US_CA:super-troopers-2:2018-04-27,Super Troopers 2,6531,Super Troopers 2,2018-04-20,matched,provisional,1,2018-04-27,2018-04-27,2018-04-29,2018-04-29,3800000.000000000000,3800000.000000000000
boxofficepro,boxofficepro:US_CA:superfly:2018-06-15,boxofficepro:US_CA:superfly:2018-06-15,Superfly,13610,Superfly (2018),2018-06-15,matched,matched,1,2018-06-15,2018-06-15,2018-06-17,2018-06-17,7000000.000000000000,7000000.000000000000
boxofficepro,boxofficepro:US_CA:superfly:2018-06-22,boxofficepro:US_CA:superfly:2018-06-22,Superfly,6551,Superfly,2018-06-15,matched,provisional,1,2018-06-22,2018-06-22,2018-06-24,2018-06-24,3300000.000000000000,3300000.000000000000
boxofficepro,boxofficepro:US_CA:supergirl:2026-06-19,boxofficepro:US_CA:supergirl:2026-06-19,Supergirl,2501,Supergirl,2026-07-10,matched,matched,1,2026-06-19,2026-06-19,2026-06-21,2026-06-21,50000000.000000000000,50000000.000000000000
boxofficepro,boxofficepro:US_CA:supergirl:2026-06-26,boxofficepro:US_CA:supergirl:2026-06-26,Supergirl,2501,Supergirl,2026-07-10,matched,matched,3,2026-06-26,2026-06-26,2026-06-28,2026-06-28,45000000.000000000000,50000000.000000000000
boxofficepro,boxofficepro:US_CA:supergirl:2026-07-03,boxofficepro:US_CA:supergirl:2026-07-03,Supergirl,2501,Supergirl,2026-07-10,matched,matched,2,2026-07-03,2026-07-03,2026-07-05,2026-07-05,14500000.000000000000,45000000.000000000000
boxofficepro,boxofficepro:US_CA:superman:2025-07-11,boxofficepro:US_CA:superman:2025-07-11,Superman,25041,Superman,2025-07-11,matched,matched,1,2025-07-11,2025-07-11,2025-07-13,2025-07-13,125000000.000000000000,125000000.000000000000
boxofficepro,boxofficepro:US_CA:superman:2025-07-18,boxofficepro:US_CA:superman:2025-07-18,Superman,25041,Superman,2025-07-11,matched,matched,1,2025-07-18,2025-07-18,2025-07-20,2025-07-20,50000000.000000000000,50000000.000000000000
boxofficepro,boxofficepro:US_CA:superman:2025-07-25,boxofficepro:US_CA:superman:2025-07-25,Superman,25041,Superman,2025-07-11,matched,matched,1,2025-07-25,2025-07-25,2025-07-27,2025-07-27,29000000.000000000000,29000000.000000000000
boxofficepro,boxofficepro:US_CA:suzume:2023-04-14,boxofficepro:US_CA:suzume:2023-04-14,Suzume,25046,Suzume,2023-04-14,matched,matched,1,2023-04-14,2023-04-14,2023-04-16,2023-04-16,4200000.000000000000,4200000.000000000000
boxofficepro,boxofficepro:US_CA:suzume:2023-04-21,boxofficepro:US_CA:suzume:2023-04-21,Suzume,6940,Suzume,2023-04-14,matched,provisional,1,2023-04-21,2023-04-21,2023-04-23,2023-04-23,1300000.000000000000,1300000.000000000000
boxofficepro,boxofficepro:US_CA:tag:2018-06-15,boxofficepro:US_CA:tag:2018-06-15,Tag,13634,Tag (2018),2018-06-15,matched,matched,1,2018-06-15,2018-06-15,2018-06-17,2018-06-17,13000000.000000000000,13000000.000000000000
boxofficepro,boxofficepro:US_CA:tag:2018-06-22,boxofficepro:US_CA:tag:2018-06-22,Tag,6550,Tag,2018-06-15,matched,provisional,1,2018-06-22,2018-06-22,2018-06-24,2018-06-24,7600000.000000000000,7600000.000000000000
boxofficepro,boxofficepro:US_CA:tag:2018-06-29,boxofficepro:US_CA:tag:2018-06-29,Tag,6550,Tag,2018-06-15,matched,provisional,1,2018-06-29,2018-06-29,2018-07-01,2018-07-01,5400000.000000000000,5400000.000000000000
boxofficepro,boxofficepro:US_CA:talk-to-me:2023-07-28,boxofficepro:US_CA:talk-to-me:2023-07-28,Talk to Me,25072,Talk To Me,2023-07-28,matched,matched,1,2023-07-28,2023-07-28,2023-07-30,2023-07-30,3100000.000000000000,3100000.000000000000
boxofficepro,boxofficepro:US_CA:talk-to-me:2023-08-04,boxofficepro:US_CA:talk-to-me:2023-08-04,Talk to Me,6964,Talk to Me,2023-07-28,matched,provisional,1,2023-08-04,2023-08-04,2023-08-06,2023-08-06,5300000.000000000000,5300000.000000000000
boxofficepro,boxofficepro:US_CA:talk-to-me:2023-08-11,boxofficepro:US_CA:talk-to-me:2023-08-11,Talk to Me,6964,Talk to Me,2023-07-28,matched,provisional,1,2023-08-11,2023-08-11,2023-08-13,2023-08-13,4100000.000000000000,4100000.000000000000
boxofficepro,boxofficepro:US_CA:talk-to-me:2023-08-18,boxofficepro:US_CA:talk-to-me:2023-08-18,Talk to Me,6964,Talk to Me,2023-07-28,matched,provisional,1,2023-08-18,2023-08-18,2023-08-20,2023-08-20,4000000.000000000000,4000000.000000000000
boxofficepro,boxofficepro:US_CA:talk-to-me:2023-08-25,boxofficepro:US_CA:talk-to-me:2023-08-25,Talk to Me,6964,Talk to Me,2023-07-28,matched,provisional,1,2023-08-25,2023-08-25,2023-08-27,2023-08-27,2300000.000000000000,2300000.000000000000
boxofficepro,boxofficepro:US_CA:tar:2022-10-28,boxofficepro:US_CA:tar:2022-10-28,Tár,26643,Tár,,matched,unmatched,1,2022-10-28,2022-10-28,2022-10-30,2022-10-30,2000000.000000000000,2000000.000000000000
boxofficepro,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-10-13,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-10-13,Taylor Swift | The Eras Tour,25087,TAYLOR SWIFT | THE ERAS TOUR,2023-10-13,matched,matched,2,2023-10-13,2023-10-13,2023-10-15,2023-10-15,125000000.000000000000,131000000.000000000000
boxofficepro,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-10-27,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-10-27,Taylor Swift | The Eras Tour,6982,Taylor Swift | The Eras Tour,2023-10-13,matched,provisional,1,2023-10-27,2023-10-27,2023-10-29,2023-10-29,14600000.000000000000,14600000.000000000000
boxofficepro,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-11-03,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-11-03,Taylor Swift | The Eras Tour,6982,Taylor Swift | The Eras Tour,2023-10-13,matched,provisional,1,2023-11-03,2023-11-03,2023-11-05,2023-11-05,8000000.000000000000,8000000.000000000000
boxofficepro,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-11-10,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-11-10,Taylor Swift | The Eras Tour,6982,Taylor Swift | The Eras Tour,2023-10-13,matched,provisional,1,2023-11-10,2023-11-10,2023-11-12,2023-11-12,7000000.000000000000,7000000.000000000000
boxofficepro,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-11-17,boxofficepro:US_CA:taylor-swift-the-eras-tour:2023-11-17,Taylor Swift | The Eras Tour,6982,Taylor Swift | The Eras Tour,2023-10-13,matched,provisional,1,2023-11-17,2023-11-17,2023-11-19,2023-11-19,3100000.000000000000,3100000.000000000000
boxofficepro,boxofficepro:US_CA:taylor-swift-the-eras-tour-thu:2023-10-20,boxofficepro:US_CA:taylor-swift-the-eras-tour-thu:2023-10-20,Taylor Swift | The Eras Tour (THU),26644,Taylor Swift | The Eras Tour (THU),,matched,unmatched,1,2023-10-20,2023-10-20,2023-10-22,2023-10-22,30100000.000000000000,30100000.000000000000
boxofficepro,boxofficepro:US_CA:taylor-swift-the-official-release-party-of-a-showgirl:2025-10-03,boxofficepro:US_CA:taylor-swift-the-official-release-party-of-a-showgirl:2025-10-03,Taylor Swift | The Official Release Party of a Showgirl,25088,Taylor Swift | The Official Release Party of a Showgirl,2025-10-03,matched,matched,1,2025-10-03,2025-10-03,2025-10-05,2025-10-05,35000000.000000000000,35000000.000000000000
boxofficepro,boxofficepro:US_CA:teen-titans-go-to-the-movies:2018-07-27,boxofficepro:US_CA:teen-titans-go-to-the-movies:2018-07-27,Teen Titans GO! to the Movies,13678,Teen Titans Go! To The Movies (2018),2018-07-27,matched,matched,1,2018-07-27,2018-07-27,2018-07-29,2018-07-29,17500000.000000000000,17500000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-04,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-04,Teenage Mutant Ninja Turtles: Mutant Mayhem,25097,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,matched,1,2023-08-04,2023-08-04,2023-08-06,2023-08-06,28800000.000000000000,28800000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-11,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-11,Teenage Mutant Ninja Turtles: Mutant Mayhem,6965,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,provisional,1,2023-08-11,2023-08-11,2023-08-13,2023-08-13,17500000.000000000000,17500000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-18,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-18,Teenage Mutant Ninja Turtles: Mutant Mayhem,6965,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,provisional,1,2023-08-18,2023-08-18,2023-08-20,2023-08-20,9400000.000000000000,9400000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-25,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-08-25,Teenage Mutant Ninja Turtles: Mutant Mayhem,6965,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,provisional,1,2023-08-25,2023-08-25,2023-08-27,2023-08-27,7500000.000000000000,7500000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-01,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-01,Teenage Mutant Ninja Turtles: Mutant Mayhem,6965,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,provisional,1,2023-09-01,2023-09-01,2023-09-04,2023-09-04,4500000.000000000000,4500000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-08,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-08,Teenage Mutant Ninja Turtles: Mutant Mayhem,6965,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,provisional,1,2023-09-08,2023-09-08,2023-09-10,2023-09-10,3000000.000000000000,3000000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-15,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-15,Teenage Mutant Ninja Turtles: Mutant Mayhem,6965,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,provisional,1,2023-09-15,2023-09-15,2023-09-17,2023-09-17,2100000.000000000000,2100000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-22,boxofficepro:US_CA:teenage-mutant-ninja-turtles-mutant-mayhem:2023-09-22,Teenage Mutant Ninja Turtles: Mutant Mayhem,6965,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-08-04,matched,provisional,1,2023-09-22,2023-09-22,2023-09-24,2023-09-24,1500000.000000000000,1500000.000000000000
boxofficepro,boxofficepro:US_CA:teenage-mutant-ninja-turtles-out-of-the-shadows:2016-04-15,boxofficepro:US_CA:teenage-mutant-ninja-turtles-out-of-the-shadows:2016-04-15,Teenage Mutant Ninja Turtles: Out of the Shadows,6463,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-03,matched,provisional,1,2016-04-15,2016-04-15,2016-04-17,2016-04-17,55000000.000000000000,55000000.000000000000
